article_name,article_quality,country,revision_id,population
Kazi Shah Mofazzal Hossain Kaikobad,Stub,Bangladesh,784680224,166.4
Adriaan Engelvaart,Stub,Netherlands,784680794,17.2
Folklore of the Maldives,C,Maldives,784681508,0.4
Frederic Festus Kelly,GA,United Kingdom,784684977,66.4
Adelino Castelo David,Stub,Sao Tome and Principe,784686168,0.2
Michael Cobb,Start,Australia,784686381,24.1
Mieczysław Nowicki,Stub,Poland,784687469,38.4
Fish family,C,United States,784689730,328
G. F. Stewart,Stub,Ireland,784689808,4.9
"Gary Porter, Baron Porter of Spalding",Stub,United Kingdom,784690504,66.4
Jesús Gil,C,Spain,784692076,46.7
"George FitzClarence, 1st Earl of Munster",C,United Kingdom,784694319,66.4
George Gillon,Stub,United Kingdom,784694624,66.4
Behice Boran,Start,Turkey,784697338,81.3
Şaban Dişli,Stub,Turkey,784700651,81.3
Ngalandou Diouf,Start,Senegal,784703363,16.3
Corsino Fortes,C,Cape Verde,784709356,0.6
Asimakis Fotilas,Stub,Greece,784715141,10.6
Yann Fouéré,Start,France,784715608,65.1
Harold Hirst Innes,Stub,New Zealand,784719824,4.9
Ene Ergma,Start,Estonia,784720105,1.3
Henry Bloomfield (politician),Stub,Australia,784722803,24.1
"Henry Cohen, 1st Baron Cohen of Birkenhead",C,United Kingdom,784723268,66.4
Robert Fournier-Sarlovèze,Stub,France,784723517,65.1
Henry Livingstone,Stub,New Zealand,784724943,4.9
Henry Miller (New Zealand politician),Start,New Zealand,784725276,4.9
Miho Takeda,Start,Japan,784725654,126.5
Boris Fraenkel,Start,France,784725912,65.1
Alfonso Fraga,Stub,Cuba,784726067,11.1
Jean Alfred Fraissinet,B,France,784726597,65.1
Augustine Ngom Jua,Stub,Cameroon,784730351,25.6
Leopoldo Franchetti,C,Italy,784731584,60.6
Vincent de Paul Ahanda,Stub,Cameroon,784732576,25.6
Michael Henry (Jamaican politician),Stub,Jamaica,784732777,2.9
Simon Pierre Tchoungui,C,Cameroon,784732980,25.6
Elijah Mushemeza,Start,Uganda,784734768,44.1
Hugo Perié,Stub,Argentina,784735819,44.5
Ján Francisci-Rimavský,Start,Slovakia,784736749,5.4
Francisco de Garay,Start,Spain,784737016,46.7
James Bellett Richey,Stub,United Kingdom,784739583,66.4
James Donald (politician),Start,New Zealand,784740753,4.9
Frank De Stefano,C,Australia,784743407,24.1
Jeffrey Nape,Start,Papua New Guinea,784747375,8.5
Johnson Muthama,Start,Kenya,784751827,51
"John Keane, 1st Baron Keane",Start,United Kingdom,784756265,66.4
"Luigi, Count Cibrario",Start,Italy,784756298,60.6
John Watts (Grenadian politician),Start,Grenada,784760924,0.1
Jack Williams (American politician),C,United States,784763652,328
Joseph Linklater,Start,New Zealand,784763965,4.9
Julia Wallace,Stub,New Zealand,784764804,4.9
Michael Levitt (politician),Stub,Canada,784765875,37.2
Kathrine McAllister Bell,Stub,New Zealand,784765914,4.9
Fredrik Bajer,Start,Denmark,784766633,5.8
Boutros Khawand,Start,Lebanon,784767089,6.1
Michael Lulume Bayigga,Start,Uganda,784768216,44.1
Leslie Payne,Stub,Australia,784769407,24.1
Lloyd White (diplomat),Start,New Zealand,784775099,4.9
Francisco López Osornio,Start,Spain,784775356,46.7
Hernán Siles Zuazo,C,Bolivia,784775420,11.3
Louise Lake-Tack,Start,Antigua and Barbuda,784776680,0.1
Luigi Preziosi,Start,Malta,784776831,0.5
Walerian Krasiński,Start,Poland,784778017,38.4
Wilhelm Salomon Freund,Stub,Germany,784778350,82.8
Mark Wallace (community leader),Stub,New Zealand,784779142,4.9
Lyn Breuer,Stub,Australia,784782650,24.1
Michael Nali,Stub,Papua New Guinea,784783219,8.5
Murray Linton,Stub,New Zealand,784785049,4.9
Namoliki Sualiki,Start,Tuvalu,784785218,0.01
Franz Rudolf Frisching,Start,Switzerland,784785361,8.5
Hassan Hasanzadeh Amoli,Start,Iran,784785695,81.6
Noel Charles,Start,Brazil,784787281,209.4
Pany Yathotou,Stub,Laos,784787573,7
P. C. Bhattacharya,Start,India,784789944,"1,371.3"
Trần Đức Lương,Stub,Vietnam,784791114,94.7
Pei Te Hurinui Jones,Start,New Zealand,784791967,4.9
Unnur Brá Konráðsdóttir,Stub,Iceland,784793126,0.4
"Philip Smith, Baron Smith of Hindhead",Stub,United Kingdom,784794669,66.4
Gary Higgins,Start,Australia,784795643,24.1
Uday Bhembre,C,India,784799587,"1,371.3"
Michael Sommer,Start,Germany,784803669,82.8
Umar Mustafa al-Muntasir,Stub,Libya,784805072,6.5
Michel Bidimbou,Start,Congo,784823532,5.4
Juan Fugl,Stub,Argentina,784824616,44.5
Michel Friedman,Start,Germany,784825602,82.8
Ralph Champneys Williams,Start,Botswana,784826364,2.2
Ralph Love,Start,New Zealand,784826476,4.9
Rangi Mawhete,Start,New Zealand,784826631,4.9
Michel Mathieu (French politician),Stub,France,784827222,65.1
Nikolai Leonov,Start,Russia,784831175,147.3
Robert Panapa Tutaki,Stub,New Zealand,784831943,4.9
Ronald Gilbey,Start,United Kingdom,784834317,66.4
Ros Jones,Start,United Kingdom,784834709,66.4
Fyodor Kokoshkin (politician),C,Russia,784835253,147.3
Sally Powell,Start,United Kingdom,784836681,66.4
"Samuel Fisher, Baron Fisher of Camden",Start,United Kingdom,784836859,66.4
"Gabriel Paul Othenin de Cléron, comte d'Haussonville",Start,France,784838102,65.1
"Shas Sheehan, Baroness Sheehan",Stub,United Kingdom,784838160,66.4
"Stuart Polak, Baron Polak",Start,United Kingdom,784846686,66.4
"Sydney Jacobson, Baron Jacobson",Start,United Kingdom,784847883,66.4
Terry Magaoa Chapman,Start,New Zealand,784849281,4.9
Upatissa Gamanayake,Start,Sri Lanka,784854380,21.7
Rick Farley,Start,Australia,784854444,24.1
Raimo Vistbacka,Stub,Finland,784864073,5.5
Gao Shi,Stub,China,784866166,"1,393.8"
William Girling,Start,New Zealand,784869562,4.9
William Larnach,C,New Zealand,784871814,4.9
Clara González,C,Panama,784872218,4.2
Guadalupe Valdez,Stub,Dominican Republic,784873659,10.8
William Spiers Glenn,Start,New Zealand,784874338,4.9
Facundo Quiroga,Start,Argentina,784879850,44.5
Carolina Soto Losada,Stub,Colombia,784881283,49.8
Mick Veivers,Stub,Australia,784881558,24.1
Saw Maung,Start,Myanmar,784883032,53.9
George Isaac Amoo,Stub,Ghana,784884405,29.5
Maung Maung,Start,Myanmar,784885230,53.9
Sao Shwe Thaik,Start,Myanmar,784889140,53.9
Martin Gauger,Stub,Germany,784890331,82.8
List of Romanian politicians convicted of crimes,C,Romania,784892153,19.5
Rasih Dino,Start,Albania,784902264,2.9
Akua Donkor,Start,Ghana,784910895,29.5
José Xavier de Cerveira e Sousa,Start,Portugal,784913748,10.3
Hideo Higashikokubaru,C,Japan,784915975,126.5
António Alves Martins,Start,Portugal,784916655,10.3
Charles Murigande,Start,Rwanda,784923277,12.6
Alfred Sant,C,Malta,784923421,0.5
Theo Francken,Stub,Belgium,784925984,11.4
George D. Vernescu,Start,Romania,784933996,19.5
George Panu,B,Romania,784942435,19.5
Nahim Razzaq,Start,Bangladesh,784942656,166.4
Balthasar Gérard,C,Netherlands,784952323,17.2
José Pedro Aguiar-Branco,Stub,Portugal,784955773,10.3
Moses Majekodunmi,Start,Nigeria,784959290,195.9
Sok An,C,Cambodia,784962640,16
Douangchay Phichit,Stub,Laos,784966344,7
Kim Kuk-tae,Start,"Korea, North",784969407,25.6
Thongbanh Sengaphone,Stub,Laos,784970665,7
Yousef Mangoush,Stub,Libya,784971583,6.5
Toomas Vitsut,Start,Estonia,784971707,1.3
Tevita Poasi Tupou,Stub,Tonga,784973707,0.1
Michael Coetzee,Start,South Africa,784975007,57.7
Ryan Murphy (Australian politician),C,Australia,784975725,24.1
Samir Frangieh,Start,Lebanon,784976559,6.1
Fulvia Celica Siguas Sandoval,Stub,Peru,784978599,32.2
Pedro de Luján,Start,Spain,784983706,46.7
Hubert Sizer,Stub,Australia,784986341,24.1
Temitope Aluko,Start,Nigeria,784986720,195.9
Yuliya Svitlychna,C,Ukraine,784988384,42.3
Nadine Moussa,C,Lebanon,784989859,6.1
Soji Adejumo,C,Nigeria,784990535,195.9
Saber Abdel Aziz al-Douri,Start,Iraq,784991347,40.2
Agustín Saavedra Weise,Stub,Bolivia,784997315,11.3
Mieczysław Klimaszewski,Stub,Poland,784998644,38.4
Chaghan Temur,Start,China,785002813,"1,393.8"
President of Fiji,C,Fiji,785004051,0.9
"Irwin Bellow, Baron Bellwin",Start,United Kingdom,785008140,66.4
Hendrina Afrikaner,Stub,Namibia,785009070,2.5
Miguel Esteban Peñaloza Barrientos,Stub,Colombia,785011377,49.8
Miguel Larreynaga,Stub,Nicaragua,785012815,6.3
Miguel Ángel Hidalgo Medina,Stub,Peru,785017278,32.2
Antoni Ponikowski,Stub,Poland,785020597,38.4
Mihal Prifti,Stub,Albania,785021038,2.9
Mijail Bárzaga,Stub,Cuba,785025010,11.1
Yao Ji,B,China,785030558,"1,393.8"
Alberto Guzmán Soriano,Stub,Bolivia,785033416,11.3
Mohammed ibn abd al-Wahab al-Ghassani,Stub,Morocco,785035097,35.2
Gheorghe N. Leon,Start,Romania,785035792,19.5
Ștefan Gheorghiu (trade unionist),Stub,Romania,785035879,19.5
Dimitrie I. Ghika,Start,Romania,785036239,19.5
Ghiyas al-Din ibn Rashid al-Din,Stub,Iran,785036469,81.6
János Ghyczy,Start,Hungary,785037933,9.8
Ulla Dahlerup,Start,Denmark,785037969,5.8
Deo Rwabiita,Stub,Uganda,785038536,44.1
Alonso de Arce y Soria,Stub,Spain,785039352,46.7
Mike Feldman,Start,Canada,785044905,37.2
Kit Nieto,Start,Philippines,785049864,107
Ahmed Mahloof,C,Maldives,785050631,0.4
Kandula Obul Reddy,Stub,India,785060541,"1,371.3"
Vũ Văn Ninh,Stub,Vietnam,785061555,94.7
Abdullahi Bile Noor,Start,Somalia,785065041,15.2
Pascal Smet,Start,Belgium,785066959,11.4
Renzo Rabellino,Start,Italy,785072485,60.6
Alberto Costa (Portuguese politician),Stub,Portugal,785074015,10.3
Alain Courtois,Start,Belgium,785074873,11.4
Mike Swoboda,Start,United States,785078831,328
Anne Warner (politician),Start,Australia,785078850,24.1
Shamseddin Vahabi,Stub,Iran,785082020,81.6
Mustafa Yektaoğlu,Stub,Cyprus,785089136,1.2
Hasan Bozer,Stub,Cyprus,785089292,1.2
Mehmet Harmancı,Stub,Cyprus,785089663,1.2
Hassan Farid Didi,Stub,Maldives,785096398,0.4
Héctor Bidonde,Start,Argentina,785096905,44.5
Masakazu Hamachi,Stub,Japan,785099683,126.5
Jason Azzopardi,Start,Malta,785105862,0.5
Avraham Krinitzi,Start,Israel,785106718,8.5
Petrit Selimi,C,Kosovo,785106924,1.8
Seth Sendashonga,B,Rwanda,785108120,12.6
Daudi Ochieng,Stub,Uganda,785108122,44.1
Mykola Kapustiansky,Start,Ukraine,785119049,42.3
Deidre Carter,Stub,South Africa,785120075,57.7
Jonas Basanavičius,GA,Bulgaria,785121982,7
Gebre Krestos,Stub,Ethiopia,785127689,107.5
Gopal Man Shrestha,Stub,Nepal,785132384,29.7
Fyodor Funtikov,Stub,Russia,785132654,147.3
Iván Hurtado,C,Ecuador,785133472,17
Sara Khatun,Start,Azerbaijan,785133556,9.9
Nagendra Nath Jha,Stub,India,785138921,"1,371.3"
Wen Hsing-tsun,Stub,Taiwan,785147530,23.6
Rocco Girlanda,Stub,Italy,785147695,60.6
Samoud Khan,Start,Afghanistan,785150345,36.5
Su Tseng-chang,C,Taiwan,785153272,23.6
Thakur Ram Singh (revolutionary),Stub,India,785155525,"1,371.3"
Nouara Saadia,Stub,Algeria,785156476,42.7
A. F. X. Baron,Start,United Kingdom,785164546,66.4
Daniel Gluckstein,Start,France,785165365,65.1
James Hayes (Australian politician),Stub,Australia,785166672,24.1
Pedro de Roxas y Acevedo,Start,Spain,785169353,46.7
Floriano Peixoto,Start,Brazil,785172697,209.4
Augusto Tasso Fragoso,Stub,Brazil,785173649,209.4
Márcio Melo,Stub,Brazil,785174877,209.4
Mário Lemos Pires,C,Portugal,785178849,10.3
Manuel González Prada,B,Peru,785186476,32.2
Allan Kemakeza,C,Solomon Islands,785191522,0.7
Abdul Hamid Karami,Start,Lebanon,785192736,6.1
Alevtina Aparina,Stub,Russia,785201364,147.3
Vyacheslav Pozgalyov,Start,Russia,785201947,147.3
Vladimir Brovikov,Stub,Belarus,785202185,9.5
Anatol Arapu,Stub,Moldova,785202225,3.5
Yury Yevdokimov,Stub,Russia,785202250,147.3
Mykhailo Bilyi,Start,Ukraine,785202587,42.3
Ivan Dzerzhinsky,C,Russia,785202772,147.3
Anatoli Firsov,C,Russia,785202824,147.3
Ivan Hrushetsky,Stub,Ukraine,785202994,42.3
Vasily Kozlov (politician),Start,Russia,785203251,147.3
Oleksandr Liashko,Start,Ukraine,785203359,42.3
Imam Mustafayev,Start,Azerbaijan,785203567,9.9
Leonid Polezhayev,Start,Russia,785203773,147.3
Vladimir Polonsky,Start,Azerbaijan,785203778,9.9
Maksim Saburov,C,Russia,785203910,147.3
Oleg Baklanov,Start,Russia,785204588,147.3
Mykhailo Hrechukha,Start,Ukraine,785204837,42.3
Nuritdin Mukhitdinov,Start,Russia,785205112,147.3
Rafiq Nishonov,Stub,Uzbekistan,785205127,32.9
Leonid Potapov,Start,Russia,785205210,147.3
Fadey Sargsyan,Stub,Armenia,785205277,3
Valentyna Shevchenko (politician),Start,Russia,785205311,147.3
Ivan Silayev,C,Russia,785205337,147.3
Karl Vaino,Stub,Estonia,785205478,1.3
Władysław Grzegorz Branicki,Start,Poland,785205912,38.4
Apollon Dashkov,Start,Russia,785205954,147.3
Pavel Kiselyov,Start,Russia,785206158,147.3
Paul Demetrius Kotzebue,Start,Russia,785206186,147.3
Alexander Karlovich Lieven,Stub,Russia,785206278,147.3
Samad bey Mehmandarov,Start,Azerbaijan,785206330,9.9
Eliyahu Nawi,Start,Israel,785209576,8.5
Alex Anisi,Stub,Papua New Guinea,785211718,8.5
Andrzej Person,Stub,Poland,785223527,38.4
Min Swe,Stub,Myanmar,785227773,53.9
Joseph Görres,C,Germany,785229231,82.8
Sicco van Goslinga,Start,Netherlands,785230342,17.2
Sonay Adem,Stub,Cyprus,785232172,1.2
Eberhard Gothein,Start,Germany,785232297,82.8
António Maria da Silva,Stub,Portugal,785233726,10.3
Kadri Fellahoğlu,Stub,Cyprus,785234334,1.2
Nickey Iyambo,C,Namibia,785237742,2.5
Willem Konjore,Stub,Namibia,785239830,2.5
Keiichi Inamine,Stub,Japan,785245922,126.5
Karmenu Vella,C,Malta,785247482,0.5
Nello Rosselli,Start,Italy,785247762,60.6
José Antonio González Caviedes,Stub,Spain,785248141,46.7
"Thomas Graves, 2nd Baron Graves",Start,United Kingdom,785249293,66.4
Khofifah Indar Parawansa,Start,Indonesia,785259001,265.2
Nand Kumar Patel,Start,India,785263010,"1,371.3"
Uday Mudliyar,Stub,India,785263204,"1,371.3"
Christian Afrikaner,Stub,Namibia,785267613,2.5
Francesco Carrara (jurist),Start,Italy,785271992,60.6
Hugh Norman-Walker,B,Botswana,785275051,2.2
Grigory Kramarov,Stub,Russia,785279384,147.3
Deirdre Griswold,Stub,United States,785282540,328
Randolfe Rodrigues,Stub,Brazil,785284435,209.4
Salamat Azimi,Start,Afghanistan,785284556,36.5
Delbar Nazari,Start,Afghanistan,785284614,36.5
Allan Grossman,Start,Canada,785287078,37.2
Giles Thorndon,C,Ireland,785287552,4.9
S.M. Siddaiah,Stub,India,785288787,"1,371.3"
"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",Start,Spain,785290686,46.7
Fujiwara no Yoshikado,Start,Japan,785296856,126.5
Rosario Robles,Start,Mexico,785297893,130.8
Mohan Bikram Singh,Start,Nepal,785298835,29.7
Richard Ratsimandrava,Start,Madagascar,785300009,26.3
Domini Crosfield,Start,United Kingdom,785303390,66.4
Guillermo Lohmann Villena,Stub,Peru,785303657,32.2
Guillermo Quintero Calderón,Stub,Colombia,785303699,49.8
Vanessa Matz,Stub,Belgium,785305706,11.4
John Guise (governor-general),Start,Papua New Guinea,785305719,8.5
Tone Skogen,Stub,Norway,785307963,5.3
Vlora Çitaku,Start,Kosovo,785313221,1.8
Gury Marchuk,Start,Russia,785317282,147.3
Gustav Böhrnsen,Start,Germany,785318725,82.8
Teresa Gutierrez,Stub,United States,785321223,328
Per Willy Guttormsen,C,Norway,785322022,5.3
Hafez Abu Seada,Start,Egypt,785327208,97
György Droppa,Start,Hungary,785328221,9.8
Andrzej Rzepliński,Start,Poland,785330125,38.4
Fernando Martínez Heredia,Stub,Cuba,785331465,11.1
Héctor Campana,Start,Argentina,785335922,44.5
Mir Teymur Yagubov,Stub,Azerbaijan,785336384,9.9
Joy Kabatsi,Start,Uganda,785339072,44.1
Scott Driscoll,C,Australia,785344805,24.1
Ian Davidson (South African politician),Start,South Africa,785348169,57.7
José Domingo Arias,C,Panama,785352007,4.2
Hamdi Faraj Fanoush,Stub,Libya,785352141,6.5
Hamidullah Niyazmand,Stub,Afghanistan,785352771,36.5
Jorge Enea Spilimbergo,Stub,Argentina,785355302,44.5
Han Tuozhou,Start,China,785357279,"1,393.8"
Alonso Muñoz de Gadea,Start,Spain,785357805,46.7
Colin Cameron (Malawian politician),C,Malawi,785359351,19.1
Alison Hernandez,Start,United Kingdom,785361329,66.4
Christiandy Sanjaya,Stub,Indonesia,785364318,265.2
Fatmir Mediu,Stub,Albania,785365028,2.9
Mirza Asadullayev,Start,Azerbaijan,785367320,9.9
Graciela Mandujano,Start,Chile,785367813,18.6
Marcolino Moco,Stub,Angola,785370471,30.4
Rad Kortenhorst,Stub,Netherlands,785374629,17.2
Rob Oudkerk,Stub,Netherlands,785374645,17.2
Felix Rottenberg,Stub,Netherlands,785374658,17.2
Mishaal bin Abdullah Al Saud,C,Saudi Arabia,785374858,33.4
John Bande,Stub,Malawi,785381714,19.1
Li Bin (politician),Start,China,785385352,"1,393.8"
Vladimir Batez,Stub,Serbia,785386651,7
Harry Moniba,Start,Liberia,785393647,4.9
Zhao Mausoleum (Tang dynasty),Stub,China,785394450,"1,393.8"
Sami Haddad,Start,Lebanon,785396642,6.1
Eduard von Schele zu Schelenburg,Stub,Germany,785399343,82.8
Colleen Hartland,Start,Australia,785400743,24.1
Haruko Hatoyama,GA,Japan,785403562,126.5
Yasuko Hatoyama,Start,Japan,785403666,126.5
Manfred Bochmann,Start,Germany,785406213,82.8
Ada Kouri Barreto,Stub,Cuba,785410033,11.1
Miguel Ángel de la Campa y Caraveda,Start,Cuba,785410121,11.1
Gustavo Arcos,Start,Cuba,785410626,11.1
Théodore Léonard Randriamanga,Stub,Madagascar,785412451,26.3
Ricardo Ferraço,Stub,Brazil,785412993,209.4
Milagros Ortiz Bosch,Start,Dominican Republic,785417103,10.8
Dhiyamigili dynasty,Stub,Maldives,785419307,0.4
Daniel Waithaka,Start,Kenya,785421281,51
Kirsten Heisig,Start,Germany,785431588,82.8
Helene von Mülinen,Stub,Switzerland,785434585,8.5
Maurice Gemayel,Stub,Lebanon,785437124,6.1
Mayann Francis,Start,Canada,785439079,37.2
Jakob Heller,Stub,Germany,785439287,82.8
Helmuth von Maltzahn,Start,Germany,785442722,82.8
Štefan Tiso,Stub,Slovakia,785445513,5.4
Štefan Sádovský,Stub,Slovakia,785445559,5.4
Jozef Sivák,Stub,Slovakia,785445753,5.4
Reino A. Perala,Stub,United States,785450274,328
Samuel van den Bergh,Stub,Netherlands,785451221,17.2
Ivan Kovačić,Stub,Croatia,785451523,4.1
John Gollan,Start,United Kingdom,785451806,66.4
Erasinides,Start,Greece,785452071,10.6
Kemal Tekden,Stub,Turkey,785454720,81.3
Sangram Yadav,Stub,India,785459160,"1,371.3"
Simon Elo,Stub,Finland,785459779,5.5
Jari Lindström,Start,Finland,785460311,5.5
Robert Bruce (Yukon politician),Stub,Canada,785484840,37.2
Dave Keenan,Stub,Canada,785484858,37.2
Gerald Morin,Stub,Canada,785484913,37.2
John Bruce (Canada),Stub,Canada,785485183,37.2
David Chartrand,Stub,Canada,785485193,37.2
Frank Whitehead,Stub,Canada,785485223,37.2
Gungnyeo,GA,"Korea, South",785485232,51.8
Frank Arthur Calder,Start,Canada,785485255,37.2
Harley Desjarlais,Stub,Canada,785485273,37.2
Malcolm Norris,Start,Canada,785485534,37.2
Walter Patrick Twinn,Stub,Canada,785485557,37.2
Eric Fairclough,C,Canada,785486306,37.2
Jean Nkuete,C,Cameroon,785490895,25.6
Andris Ameriks,Stub,Latvia,785491581,1.9
Ettore Romoli,Stub,Italy,785491956,60.6
Arjun Karki,Start,Nepal,785493919,29.7
Hassan Khomeini,B,Iran,785497322,81.6
Nicola Ottaviani,Stub,Italy,785497645,60.6
Moha ou Said,C,Morocco,785504026,35.2
Chandra Prakash Choudhary,Stub,India,785509091,"1,371.3"
Masatoshi Akimoto,Stub,Japan,785509765,126.5
José María Garza Galán,Start,Mexico,785518728,130.8
Mousa Chegini,Stub,Iran,785520868,81.6
Nikolay Bordyuzha,Start,Russia,785532477,147.3
Viktor Ishayev,Start,Russia,785532691,147.3
Pavel Krasheninnikov,Stub,Russia,785532826,147.3
Mikhail Nikolayev,Stub,Russia,785532968,147.3
Pyotr Sumin,Stub,Russia,785533246,147.3
Mykhailo Yezhel,Start,Ukraine,785533829,42.3
Kuzma Galitsky,Start,Russia,785534304,147.3
Tagir Kusimov,Start,Russia,785534846,147.3
Albert Makashov,Start,Russia,785534992,147.3
Yakov Pavlov,Start,Russia,785535288,147.3
Yevgeny Pavlovsky,Start,Russia,785535291,147.3
Samand Siabandov,Start,Russia,785535604,147.3
Vladimir Strelchenko,Stub,Russia,785535725,147.3
Willem Treub,Start,Netherlands,785536241,17.2
Ousmane Baldé,Stub,Guinea,785536597,11.9
Cristóbal Cabral,Start,Spain,785549508,46.7
Taurekareka Henare,Start,New Zealand,785557811,4.9
Yoel Lavi,Stub,Israel,785560178,8.5
Henrique Teixeira de Sousa,Start,Cape Verde,785561332,0.6
"Henry Bromley, 1st Baron Montfort",Start,United Kingdom,785562152,66.4
Lucien Le Foyer,C,France,785570641,65.1
Myo Thein Gyi,Start,Myanmar,785571445,53.9
Shuja Khanzada,GA,Pakistan,785572704,200.6
Hercules Richard Wright,Start,New Zealand,785572804,4.9
Severiano de Heredia,C,France,785573614,65.1
Alberto Herrera y Franchi,Start,Cuba,785579216,11.1
Ebbe Hertzberg,Start,Norway,785580938,5.3
Ahmad Bishti,Stub,Libya,785582155,6.5
Frederick William von Hessenstein,Start,Sweden,785582787,10.2
Emmanuel Armah Kofi Buah,Start,Ghana,785583165,29.5
Karina Content,Start,Netherlands,785587144,17.2
Jean-Jacques Delvaux,Stub,France,785589199,65.1
Henry J. Tasca,Stub,United States,785593317,328
Raul Mälk,Stub,Estonia,785593708,1.3
Almerigo Grilz,Start,Italy,785594749,60.6
Robert Bagod,Start,Ireland,785595224,4.9
Sangoulé Lamizana,Start,Burkina Faso,785597813,20.3
Vojislav Mihailović,Start,Serbia,785600966,7
Rafiq Hilmi,Start,Iraq,785601429,40.2
Liu Shen-liang,Stub,Taiwan,785605298,23.6
Chaudhry Afzal Haq,Stub,Pakistan,785608796,200.6
Ibrahim IV of Bornu,Stub,Chad,785614014,15.4
Fateh Jung Shah,Start,Nepal,785615221,29.7
Chautariya Pushkar Shah,C,Nepal,785618454,29.7
Gary Victor,Start,Haiti,785624748,10.8
Richard Holden (politician),Start,Canada,785624788,37.2
George Pole,Stub,United Kingdom,785629849,66.4
Kuol Manyang Juuk,Start,South Sudan,785637213,13
Shuichi Abe,Stub,Japan,785642599,126.5
Hoàng Văn Hoan,Start,Vietnam,785659532,94.7
"Polish presidential election, 2005",C,Poland,785660851,38.4
Fafa Sanyang,Start,Gambia,785662627,2.2
Amina Kabafa’anu,Start,Maldives,785666531,0.4
Oskar Hoffmann (politician),Stub,Germany,785666998,82.8
Francis Kimemia,Stub,Kenya,785668987,51
